"","tailnum","year_plane","type","manufacturer","model","engines","seats","speed","engine"
"897","N390DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"898","N390HA",2013,"Fixed wing multi engine","AIRBUS","A330-243",2,377,NA,"Turbo-fan"
"899","N390SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"900","N391AA",1995,"Fixed wing multi engine","BOEING","767-323",2,330,NA,"Turbo-fan"
"901","N391DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"902","N391HA",2013,"Fixed wing multi engine","AIRBUS","A330-243",2,377,NA,"Turbo-fan"
"903","N391SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"904","N39297",2005,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"905","N392DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"906","N392HA",2013,"Fixed wing multi engine","AIRBUS","A330-243",2,377,NA,"Turbo-fan"
"907","N392SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"908","N393DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"909","N393HA",2013,"Fixed wing multi engine","AIRBUS","A330-243",2,377,NA,"Turbo-fan"
"910","N39415",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"911","N39416",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"912","N39418",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"913","N39423",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"914","N39450",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"915","N39461",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"916","N39463",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"917","N39475",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"918","N394DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"919","N394DL",1995,"Fixed wing multi engine","BOEING","767-324",2,269,NA,"Turbo-fan"
"920","N394SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"921","N395DN",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"922","N395HA",2013,"Fixed wing multi engine","AIRBUS","A330-243",2,377,NA,"Turbo-fan"
"923","N395SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"924","N396DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"925","N396SW",1994,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"926","N39726",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"927","N39728",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"928","N397DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"929","N397SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"930","N398DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"931","N398SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"932","N399DA",2000,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"933","N399WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"934","N400WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"935","N401WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"936","N402AS",2012,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"937","N402WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"938","N403AS",2012,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"939","N403WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"940","N404WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"941","N405WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"942","N406US",1988,"Fixed wing multi engine","BOEING","737-401",2,149,NA,"Turbo-jet"
"943","N406WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"944","N407AS",2012,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"945","N407WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"946","N408AS",2012,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"947","N408WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"948","N409AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"949","N409US",1988,"Fixed wing multi engine","BOEING","737-401",2,149,NA,"Turbo-jet"
"950","N409WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"951","N410WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"952","N41104",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"953","N41135",1999,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"954","N41140",2000,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"955","N411WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"956","N412WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"957","N413AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"958","N413WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"959","N414WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"960","N415WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"961","N416WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"962","N417WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"963","N418WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"964","N419AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"965","N419US",1989,"Fixed wing multi engine","BOEING","737-401",2,149,NA,"Turbo-jet"
"966","N419WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"967","N420US",1989,"Fixed wing multi engine","BOEING","737-401",2,149,NA,"Turbo-jet"
"968","N420WN",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"969","N421LV",2001,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"970","N422WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"971","N423AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"972","N423WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"973","N424AA",1986,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"974","N424WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"975","N425LV",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"976","N426AA",1986,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"977","N426WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"978","N427US",1989,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"979","N427WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"980","N428WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"981","N429WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"982","N430US",1989,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"983","N430WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"984","N431AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"985","N431WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"986","N432US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"987","N432WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"988","N433AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"989","N433AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"990","N433LV",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"991","N433US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"992","N434AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"993","N434US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"994","N434WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"995","N435AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"996","N435AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"997","N435US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"998","N435WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"999","N436AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1000","N436WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1001","N437AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1002","N437WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1003","N438AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1004","N438US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1005","N438WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1006","N439AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1007","N439US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1008","N439WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1009","N440AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"1010","N440LV",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1011","N440US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1012","N441US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1013","N441WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1014","N442AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"1015","N442WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1016","N443US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1017","N443WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1018","N444US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1019","N444WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1020","N445WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1021","N446WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1022","N447WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1023","N448WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1024","N449US",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1025","N449WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1026","N450UW",1990,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1027","N450WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1028","N451WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1029","N452UW",1991,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1030","N452WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1031","N453UW",1991,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1032","N453WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1033","N45440",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1034","N454AA",1987,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1035","N454WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1036","N455AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1037","N455UW",1991,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1038","N455WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1039","N456AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1040","N456WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1041","N457WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1042","N458WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1043","N45905",2012,"Fixed wing multi engine","BOEING","787-8",2,260,NA,"Turbo-fan"
"1044","N459WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1045","N460UW",1991,"Fixed wing multi engine","BOEING","737-4B7",2,149,NA,"Turbo-fan"
"1046","N460WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1047","N461WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1048","N462WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1049","N463WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1050","N464WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1051","N465WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1052","N466AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1053","N466WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1054","N467AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1055","N467WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1056","N468AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1057","N468WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1058","N469AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1059","N469WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1060","N470AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1061","N470WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1062","N471AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1063","N472AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1064","N472WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1065","N473AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1066","N473WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1067","N47414",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"1068","N474WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1069","N475AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1070","N475WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1071","N476AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1072","N476WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1073","N477AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1074","N477WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1075","N478AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1076","N478WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1077","N479AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1078","N479WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1079","N480AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1080","N480WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1081","N48127",1998,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"1082","N481AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1083","N481WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1084","N482AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1085","N482WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1086","N483WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1087","N484AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1088","N484WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1089","N485AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1090","N485WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1091","N486AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1092","N486WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1093","N487AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1094","N487WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1095","N488AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1096","N488WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1097","N48901",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"1098","N489AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1099","N489UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1100","N489WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1101","N490AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1102","N490UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1103","N490WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1104","N491AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1105","N491UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1106","N491WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1107","N492AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1108","N492UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1109","N492WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1110","N493AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1111","N493UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1112","N493WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1113","N494AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1114","N494UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1115","N494WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1116","N495UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1117","N495WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1118","N496AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1119","N496UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1120","N496WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1121","N497UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1122","N497WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"1123","N498UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1124","N498WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
